id,product,quantity,price,date,address,sex,age,age_group
160223,Knee High Boots,1,129.2,04/07/20 12:43,"232 Knoll Dr, Miami, FL 33133",F,85,4
160224,Velcro Shoes,1,43.16,04/27/20 17:45,"748 Dogwood Ave, Providence, RI 02902",M,62,4
160225,Knee High Boots,1,129.2,04/15/20 07:21,"463 West Rd, Providence, RI 02902",F,73,4
160226,Sun Hat,1,24.96,04/22/20 23:41,"762 12th Rd, Sacramento, CA 94203",F,45,3
160227,Shooter Video Game,1,59.99,04/10/20 17:26,"963 North Ave, Miami, FL 33133",M,36,2
160228,Milky Mama Nursing Cover,1,20,04/15/20 17:51,"863 Lincoln Rd, Sacramento, CA 94203",F,20,1
160229,Wireless Phone Charger,2,42.42,04/29/20 15:40,"831 5th St, Chicago, IL 60007",M,24,1
160230,Bike Helmet,1,27.95,04/26/20 10:04,"23 6th St, New York City, NY 10001",F,37,2
160231,Shooter Video Game,1,59.99,04/02/20 14:31,"182 Bell St, Sacramento, CA 94203",M,23,1
160232,Shooter Video Game,1,59.99,04/26/20 11:15,"626 7th St, Las Vegas, NV 88901",M,56,3
160233,Snazzy Hair Clips (3 Pack),1,5.3,04/16/20 13:20,"503 9th Lane, Providence, RI 02902",F,61,4
160234,Wireless Phone Charger,1,42.42,04/19/20 09:50,"626 2nd Lane, Las Vegas, NV 88901",F,71,4
160235,Bike Helmet,1,27.95,04/03/20 16:16,"577 6th St, Sacramento, CA 94203",F,80,4
160236,Sun Hat,1,24.96,04/22/20 20:05,"130 12th Ave, Minneapolis, MN 55111",M,53,3
160237,Snazzy Hair Clips (3 Pack),1,5.3,04/10/20 13:34,"657 Washington Rd, New York City, NY 10001",F,75,4
160238,Bungee Cords (10 Pack),1,11.45,04/05/20 20:34,"540 7th Rd, Sacramento, CA 94203",M,72,4
160239,Shooter Video Game,1,59.99,04/10/20 08:28,"36 10th Lane, Las Vegas, NV 88901",M,28,2
160240,Hair Curler,1,93.31,04/22/20 16:00,"255 13th St, Miami, FL 33133",F,31,2
160241,Bungee Cords (10 Pack),1,11.45,04/18/20 10:17,"626 North Dr, Las Vegas, NV 88901",F,51,3
160241,Bike Helmet,1,27.95,04/18/20 10:17,"626 North Dr, Las Vegas, NV 88901",F,51,3
160242,Wireless Phone Charger,1,42.42,04/18/20 18:28,"734 8th Ave, Las Vegas, NV 88901",M,52,3
160243,Snazzy Hair Clips (3 Pack),3,5.3,04/26/20 14:41,"944 8th Ave, Miami, FL 33133",M,42,3
160244,Knee High Boots,1,129.2,04/08/20 15:58,"841 2nd Ave, Las Vegas, NV 88901",M,41,3
160245,Bike Helmet,1,27.95,04/28/20 17:48,"477 2nd Rd, Chicago, IL 60007",M,54,3
160246,Velcro Shoes,1,43.16,04/03/20 13:51,"902 Chestnut St, Sacramento, CA 94203",M,73,4
160247,AA Batteries (12 Pack),1,11.95,04/04/20 05:09,"981 South Ave, Miami, FL 33133",M,71,4
160248,Wireless Phone Charger,1,42.42,04/21/20 17:30,"693 South Blvd, Chicago, IL 60007",F,54,3
160249,AA Batteries (12 Pack),1,11.95,04/26/20 18:13,"312 Cypress Way, Miami, FL 33133",F,54,3
160250,Velcro Shoes,1,43.16,04/29/20 09:59,"386 Redwood Dr, Miami, FL 33133",M,19,1
160251,Sun Hat,1,24.96,04/29/20 15:12,"968 Cypress Rd, Chicago, IL 60007",F,18,1
160252,Snazzy Hair Clips (3 Pack),1,5.3,04/12/20 16:10,"398 7th Lane, Minneapolis, MN 55111",F,27,2
160252,Knee High Boots,1,129.2,04/12/20 16:10,"398 7th Lane, Minneapolis, MN 55111",F,27,2
160253,Cherry & Oliver Pitter,1,15.49,04/05/20 07:57,"792 Cypress St, New York City, NY 10001",M,48,3
160254,Shower Grab Bar,1,34.98,04/29/20 08:51,"279 Knoll St, Chicago, IL 60007",M,77,4
160255,Snazzy Hair Clips (3 Pack),1,5.3,04/15/20 03:07,"67 3rd Lane, New York City, NY 10001",F,21,1
160256,Shooter Video Game,1,59.99,04/10/20 17:40,"293 12th Rd, New York City, NY 10001",F,56,3
160257,Wireless Phone Charger,1,42.42,04/04/20 12:27,"619 West Dr, Miami, FL 33133",M,62,4
160258,Sun Hat,1,24.96,04/25/20 12:11,"694 Virginia Blvd, New York City, NY 10001",M,47,3
160259,AA Batteries (12 Pack),1,11.95,04/12/20 09:10,"901 Chestnut Ave, Miami, FL 33133",F,20,1
160260,AA Batteries (12 Pack),1,11.95,04/06/20 20:03,"363 West Ave, Sacramento, CA 94203",F,76,4
160261,Knee High Boots,1,129.2,04/14/20 10:19,"754 Ridge Dr, Las Vegas, NV 88901",F,24,1
160262,Earthworm Fishing Lure (32 Pack),1,7.28,04/12/20 09:20,"649 Redwood Rd, Miami, FL 33133",M,26,2
160263,AA Batteries (12 Pack),1,11.95,04/12/20 11:23,"398 2nd Blvd, Miami, FL 33133",M,49,3
160264,Sun Hat,1,24.96,04/13/20 17:37,"637 12th St, Miami, FL 33133",F,27,2
160265,Sun Hat,1,24.96,04/11/20 14:46,"111 4th Blvd, New York City, NY 10001",M,84,4
160266,AA Batteries (12 Pack),1,11.95,04/29/20 19:03,"618 10th Dr, New York City, NY 10001",F,45,3
160267,Bungee Cords (10 Pack),1,11.45,04/12/20 18:27,"559 North Ave, Denver, CO 80259",M,66,4
160268,Craft Scissors (8 Pack),1,36,04/02/20 18:51,"630 North St, Sacramento, CA 94203",F,40,2
160269,Sun Hat,1,24.96,04/26/20 12:45,"782 13th Ave, Las Vegas, NV 88901",F,30,2
160270,Sun Hat,2,24.96,04/01/20 19:35,"900 11th Blvd, New York City, NY 10001",F,21,1
160271,Bike Helmet,1,27.95,04/14/20 15:06,"252 3rd Ave, Omaha, NE 68007",F,42,3
160272,Wireless Phone Charger,1,42.42,04/12/20 15:24,"205 Bell Dr, Miami, FL 33133",M,56,3
160273,Bungee Cords (10 Pack),2,11.45,04/19/20 14:04,"743 6th St, Omaha, NE 68007",M,70,4
160274,Wireless Phone Charger,1,42.42,04/30/20 01:35,"705 Washington St, New York City, NY 10001",F,66,4
160275,Bungee Cords (10 Pack),1,11.45,04/26/20 22:19,"660 11th Rd, Chicago, IL 60007",F,78,4
160276,Sun Hat,1,24.96,04/29/20 11:39,"135 Bell Blvd, Sacramento, CA 94203",F,85,4
160277,Snazzy Hair Clips (3 Pack),1,5.3,04/14/20 14:29,"679 Ridge St, Sacramento, CA 94203",F,66,4
160278,Knee High Boots,1,129.2,04/15/20 21:04,"270 Sunset St, Denver, CO 80259",F,63,4
160279,Snazzy Hair Clips (3 Pack),2,5.3,04/15/20 02:16,"756 South St, Minneapolis, MN 55111",F,33,2
160280,AA Batteries (12 Pack),1,11.95,04/07/20 01:12,"361 South Way, Sacramento, CA 94203",F,80,4
160281,Bungee Cords (10 Pack),1,11.45,04/20/20 13:50,"377 10th Way, Las Vegas, NV 88901",F,80,4
160282,AA Batteries (12 Pack),1,11.95,04/02/20 17:15,"319 6th Rd, Sacramento, CA 94203",M,75,4
160283,Wireless Phone Charger,1,42.42,04/23/20 13:35,"66 Ridge St, New York City, NY 10001",M,42,3
160284,Wireless Phone Charger,1,42.42,04/17/20 20:13,"255 Ridge Lane, Miami, FL 33133",M,49,3
160285,Sun Hat,1,24.96,04/14/20 11:29,"230 Chestnut Blvd, New York City, NY 10001",M,60,3
160286,Shooter Video Game,1,59.99,04/06/20 15:40,"887 West St, Minneapolis, MN 55111",M,59,3
160287,Wireless Phone Charger,1,42.42,04/24/20 14:43,"824 5th Way, New York City, NY 10001",M,24,1
160288,Snazzy Hair Clips (3 Pack),1,5.3,04/10/20 07:49,"901 Washington Ave, Las Vegas, NV 88901",F,52,3
160289,AA Batteries (12 Pack),1,11.95,04/30/20 18:35,"532 Sunset Rd, Miami, FL 33133",F,54,3
160290,Sun Hat,1,24.96,04/20/20 12:44,"659 Main St, New York City, NY 10001",F,32,2
160291,Wireless Phone Charger,1,42.42,04/08/20 07:44,"363 Lincoln Ave, Chicago, IL 60007",M,50,3
160292,Wireless Phone Charger,1,42.42,04/25/20 10:16,"477 North Lane, Minneapolis, MN 55111",M,44,3
160293,Snazzy Hair Clips (3 Pack),1,5.3,04/06/20 20:32,"511 Sunset Blvd, Sacramento, CA 94203",F,43,3
160294,Sun Hat,1,24.96,04/09/20 21:42,"428 11th St, Minneapolis, MN 55111",M,47,3
160295,Snazzy Hair Clips (3 Pack),1,5.3,04/14/20 22:45,"166 4th Rd, Minneapolis, MN 55111",F,26,2
160296,Shooter Video Game,1,59.99,04/16/20 19:27,"575 1st Blvd, Sacramento, CA 94203",M,20,1
160297,Shooter Video Game,1,59.99,04/15/20 16:46,"808 13th St, New York City, NY 10001",F,23,1
160298,AA Batteries (12 Pack),1,11.95,04/13/20 20:40,"579 Redwood St, New York City, NY 10001",M,87,4
160299,Wireless Phone Charger,1,42.42,04/02/20 13:42,"965 Cypress Rd, Sacramento, CA 94203",M,36,2
160300,Bungee Cords (10 Pack),1,11.45,04/15/20 14:26,"160 3rd St, Chicago, IL 60007",F,24,1
160301,Bike Helmet,1,27.95,04/11/20 20:36,"589 6th Ave, New York City, NY 10001",F,60,3
160302,Wireless Phone Charger,1,42.42,04/30/20 11:55,"304 11th St, Denver, CO 80259",M,23,1
160303,Bungee Cords (10 Pack),1,11.45,04/30/20 11:19,"688 Washington Court, Denver, CO 80259",F,20,1
160304,Bungee Cords (10 Pack),2,11.45,04/19/20 13:11,"757 Bell Lane, Minneapolis, MN 55111",M,70,4
160305,Hair Curler,1,93.31,04/03/20 22:49,"782 5th Blvd, New York City, NY 10001",F,64,4
160306,Shower Grab Bar,1,34.98,04/17/20 20:47,"113 Main Ave, Minneapolis, MN 55111",M,46,3
160307,Sun Hat,1,24.96,04/06/20 21:40,"327 West Ave, Minneapolis, MN 55111",M,81,4
160308,Mechanical Scale,1,38.88,04/08/20 09:10,"745 Chestnut Rd, Las Vegas, NV 88901",M,47,3
160309,AA Batteries (12 Pack),1,11.95,04/18/20 16:22,"713 Redwood Dr, Las Vegas, NV 88901",M,63,4
160310,AA Batteries (12 Pack),1,11.95,04/30/20 21:51,"721 Virginia Rd, Baton Rouge, LA 70808",F,74,4
160311,AA Batteries (12 Pack),1,11.95,04/21/20 17:54,"746 Washington St, New York City, NY 10001",F,28,2
160312,Wireless Phone Charger,1,42.42,04/18/20 13:32,"163 North Ave, Las Vegas, NV 88901",M,25,1
160313,Shooter Video Game,1,59.99,04/12/20 20:40,"433 Virginia Ave, Chicago, IL 60007",F,30,2
160314,Sun Hat,1,24.96,04/05/20 21:06,"616 North Blvd, Sacramento, CA 94203",F,62,4
160315,Mechanical Scale,1,38.88,04/22/20 18:39,"867 Chestnut Ave, Minneapolis, MN 55111",M,43,3
160316,Knee High Boots,1,129.2,04/16/20 10:51,"304 Lincoln Blvd, Chicago, IL 60007",F,66,4
160317,Wireless Phone Charger,1,42.42,04/03/20 13:24,"248 Dogwood Dr, Las Vegas, NV 88901",M,29,2
160318,AA Batteries (12 Pack),1,11.95,04/29/20 13:11,"41 10th St, Chicago, IL 60007",M,29,2
160319,Mechanical Scale,1,38.88,04/18/20 10:25,"805 1st Lane, Miami, FL 33133",M,86,4
160320,Shooter Video Game,1,59.99,04/27/20 22:47,"593 8th Court, Minneapolis, MN 55111",M,40,2
160321,Velcro Shoes,1,43.16,04/18/20 13:23,"761 West St, Chicago, IL 60007",M,45,3
160321,Shower Grab Bar,1,34.98,04/18/20 13:23,"761 West St, Chicago, IL 60007",M,45,3
160322,Bike Helmet,1,27.95,04/20/20 17:41,"861 8th Ave, Sacramento, CA 94203",M,66,4
160323,Knee High Boots,1,129.2,04/15/20 22:28,"569 5th Ave, New York City, NY 10001",F,64,4
160324,Craft Scissors (8 Pack),1,36,04/06/20 10:26,"526 10th Rd, Miami, FL 33133",M,58,3
160325,Shooter Video Game,1,59.99,04/18/20 17:52,"31 Lincoln Blvd, Chicago, IL 60007",M,24,1
160326,Shooter Video Game,1,59.99,04/28/20 02:26,"328 4th St, Minneapolis, MN 55111",F,18,1
160327,Wireless Phone Charger,1,42.42,04/10/20 18:17,"822 Bell Lane, Miami, FL 33133",F,22,1
160328,Sun Hat,1,24.96,04/01/20 22:14,"338 11th Ave, Sacramento, CA 94203",F,80,4
160329,Tub of 50 Marbles,1,17.75,04/09/20 14:09,"108 1st Ave, Las Vegas, NV 88901",M,47,3
160330,Tub of 50 Marbles,1,17.75,04/13/20 17:53,"98 Chestnut Blvd, Miami, FL 33133",M,28,2
160331,Hair Curler,1,93.31,04/15/20 11:51,"557 Main St, Chicago, IL 60007",F,25,1
160332,Shower Grab Bar,1,34.98,04/12/20 08:12,"817 6th Way, Minneapolis, MN 55111",F,88,4
160333,Wireless Phone Charger,1,42.42,04/08/20 13:41,"284 3rd Rd, Baton Rouge, LA 70808",M,72,4
160334,AA Batteries (12 Pack),1,11.95,04/07/20 12:03,"167 Washington Ave, Chicago, IL 60007",M,44,3
160335,Shooter Video Game,1,59.99,04/16/20 20:15,"736 South Ave, Miami, FL 33133",F,26,2
160336,Velcro Shoes,1,43.16,04/25/20 17:05,"781 North Ave, Denver, CO 80259",M,76,4
160336,Shower Grab Bar,1,34.98,04/25/20 17:05,"781 North Ave, Denver, CO 80259",M,76,4
160337,Hair Curler,1,93.31,04/16/20 12:39,"92 Washington Blvd, Omaha, NE 68007",M,19,1
160338,Mechanical Scale,1,38.88,04/28/20 14:22,"933 Chestnut Ave, Miami, FL 33133",M,80,4
160339,Shooter Video Game,1,59.99,04/18/20 23:50,"35 MLK St, New York City, NY 10001",M,30,2
160340,AA Batteries (12 Pack),1,11.95,04/15/20 05:44,"732 Chestnut St, New York City, NY 10001",M,27,2
160341,Vuvuzela,1,4.99,04/25/20 18:14,"692 MLK Rd, Chicago, IL 60007",F,19,1
160342,Knee High Boots,1,129.2,04/28/20 11:19,"39 12th Dr, Las Vegas, NV 88901",F,52,3
160343,Wireless Phone Charger,1,42.42,04/03/20 13:06,"285 6th Ave, Las Vegas, NV 88901",M,48,3
160344,Craft Scissors (8 Pack),1,36,04/16/20 00:59,"473 Cypress Rd, Las Vegas, NV 88901",F,70,4
160344,Tub of 50 Marbles,1,17.75,04/16/20 00:59,"473 Cypress Rd, Las Vegas, NV 88901",F,70,4
160345,Bungee Cords (10 Pack),1,11.45,04/15/20 09:53,"908 11th St, Chicago, IL 60007",F,63,4
160346,AA Batteries (12 Pack),1,11.95,04/03/20 20:44,"852 Chestnut Way, New York City, NY 10001",F,26,2
160347,Cherry & Oliver Pitter,1,15.49,04/08/20 11:38,"291 11th Ave, Miami, FL 33133",M,40,2
160348,Bike Helmet,1,27.95,04/23/20 10:09,"259 South Lane, Miami, FL 33133",F,84,4
160349,Wireless Phone Charger,1,42.42,04/21/20 12:52,"311 9th St, Baton Rouge, LA 70808",M,85,4
160350,Wireless Phone Charger,1,42.42,04/19/20 19:52,"471 Washington Lane, Las Vegas, NV 88901",F,25,1
160351,Craft Scissors (8 Pack),1,36,04/05/20 22:03,"599 6th St, Chicago, IL 60007",M,35,2
160352,Shooter Video Game,1,59.99,04/01/20 21:10,"640 10th Rd, New York City, NY 10001",F,21,1
160353,Mechanical Scale,1,38.88,04/09/20 16:44,"923 West Rd, Chicago, IL 60007",F,88,4
160354,Shooter Video Game,1,59.99,04/27/20 10:34,"441 5th St, New York City, NY 10001",M,34,2
160355,Knee High Boots,1,129.2,04/30/20 20:53,"840 Redwood Way, Denver, CO 80259",F,39,2
160356,AA Batteries (12 Pack),1,11.95,04/13/20 19:22,"608 Cypress Ave, Miami, FL 33133",M,77,4
160357,Sun Hat,1,24.96,04/02/20 22:03,"638 Virginia St, Sacramento, CA 94203",M,58,3
160358,Knee High Boots,1,129.2,04/28/20 19:24,"498 Virginia Dr, New York City, NY 10001",F,80,4
160358,Shooter Video Game,1,59.99,04/28/20 19:24,"498 Virginia Dr, New York City, NY 10001",F,80,4
160359,Snazzy Hair Clips (3 Pack),1,5.3,04/05/20 06:10,"631 Cypress Rd, Las Vegas, NV 88901",F,52,3
160360,Sun Hat,1,24.96,04/04/20 23:40,"605 North Way, Denver, CO 80259",M,35,2
160361,Sun Hat,1,24.96,04/09/20 22:48,"283 4th Way, New York City, NY 10001",F,20,1
160362,Shooter Video Game,1,59.99,04/08/20 11:29,"43 North Rd, Minneapolis, MN 55111",F,28,2
160363,Shooter Video Game,2,59.99,04/18/20 17:48,"293 6th Court, Sacramento, CA 94203",M,33,2
160364,Craft Scissors (8 Pack),1,36,04/11/20 20:27,"726 7th St, Miami, FL 33133",M,47,3
160365,Wireless Phone Charger,1,42.42,04/09/20 13:36,"4 8th Way, Las Vegas, NV 88901",F,59,3
160366,Shower Grab Bar,1,34.98,04/15/20 12:56,"660 North St, Las Vegas, NV 88901",F,68,4
160367,Tub of 50 Marbles,1,17.75,04/28/20 18:40,"57 Washington Way, Las Vegas, NV 88901",M,83,4
160368,Velcro Shoes,1,43.16,04/19/20 13:07,"542 Washington St, Las Vegas, NV 88901",M,22,1
160368,Shower Grab Bar,1,34.98,04/19/20 13:07,"542 Washington St, Las Vegas, NV 88901",M,22,1
160369,AA Batteries (12 Pack),1,11.95,04/19/20 16:25,"863 Sunset Lane, New York City, NY 10001",F,43,3
160370,Hair Curler,1,93.31,04/27/20 18:59,"667 Bell Dr, Miami, FL 33133",F,56,3
160371,Shower Grab Bar,1,34.98,04/06/20 10:18,"967 3rd Ave, Chicago, IL 60007",F,58,3
160372,Wireless Phone Charger,1,42.42,04/30/20 22:43,"664 13th Rd, New York City, NY 10001",F,47,3
160373,Knee High Boots,1,129.2,04/01/20 14:41,"755 Main Way, Omaha, NE 68007",F,77,4
160374,Craft Scissors (8 Pack),1,36,04/12/20 10:21,"235 Main Rd, Denver, CO 80259",M,55,3
160375,Earthworm Fishing Lure (32 Pack),1,7.28,04/22/20 11:02,"569 Ridge Way, Chicago, IL 60007",M,73,4
160376,Shooter Video Game,1,59.99,04/17/20 18:24,"206 3rd Blvd, New York City, NY 10001",M,52,3
160377,Sun Hat,1,24.96,04/28/20 18:21,"145 6th Ave, Miami, FL 33133",M,48,3
160378,Shower Grab Bar,1,34.98,04/26/20 11:43,"451 Sunset Blvd, Sacramento, CA 94203",M,30,2
160379,Bike Helmet,1,27.95,04/12/20 15:11,"493 Main Ave, Chicago, IL 60007",F,51,3
160380,Bungee Cords (10 Pack),1,11.45,04/25/20 16:22,"681 3rd Rd, Baton Rouge, LA 70808",M,39,2
160381,Shower Grab Bar,1,34.98,04/08/20 09:04,"987 Washington Rd, Las Vegas, NV 88901",F,20,1
160382,Snazzy Hair Clips (3 Pack),1,5.3,04/28/20 00:29,"408 4th Rd, Minneapolis, MN 55111",M,84,4
160383,Craft Scissors (8 Pack),1,36,04/08/20 14:02,"76 3rd St, New York City, NY 10001",F,82,4
160384,Snazzy Hair Clips (3 Pack),1,5.3,04/03/20 16:06,"921 North Blvd, Miami, FL 33133",F,42,3
160385,Bungee Cords (10 Pack),1,11.45,04/11/20 20:39,"652 Ridge Way, Las Vegas, NV 88901",M,52,3
160386,Hair Curler,1,93.31,04/05/20 19:06,"831 3rd Blvd, Sacramento, CA 94203",F,40,2
160386,Snazzy Hair Clips (3 Pack),1,5.3,04/05/20 19:06,"831 3rd Blvd, Sacramento, CA 94203",F,40,2
160387,Space Cadet Snow Blower,1,1399,04/15/20 10:02,"977 South St, Denver, CO 80259",F,56,3
160388,Shower Grab Bar,1,34.98,04/28/20 20:44,"476 Main St, Las Vegas, NV 88901",M,67,4
160389,Shooter Video Game,1,59.99,04/07/20 10:57,"765 2nd Blvd, Sacramento, CA 94203",M,66,4
160390,Craft Scissors (8 Pack),1,36,04/01/20 20:58,"958 5th Blvd, Minneapolis, MN 55111",F,28,2
160391,Space Cadet Snow Blower,1,1399,04/11/20 14:24,"428 Dogwood St, Chicago, IL 60007",M,86,4
160392,Shooter Video Game,1,59.99,04/07/20 09:03,"649 2nd St, New York City, NY 10001",F,26,2
160393,Bike Helmet,1,27.95,04/01/20 22:04,"747 13th Blvd, Miami, FL 33133",M,83,4
160394,Wireless Phone Charger,1,42.42,04/05/20 08:30,"998 Main St, New York City, NY 10001",F,38,2
160395,Knee High Boots,1,129.2,04/27/20 12:25,"656 Sunset Ave, New York City, NY 10001",F,51,3
160396,Wireless Phone Charger,1,42.42,04/13/20 21:14,"195 12th St, Miami, FL 33133",M,20,1
160397,Wireless Phone Charger,1,42.42,04/21/20 14:36,"108 10th Dr, New York City, NY 10001",F,83,4
160398,Velcro Shoes,1,43.16,04/09/20 16:16,"50 Bell Blvd, Sacramento, CA 94203",M,33,2
160399,Velcro Shoes,1,43.16,04/05/20 17:46,"664 Virginia St, Chicago, IL 60007",M,50,3
160399,Tub of 50 Marbles,1,17.75,04/05/20 17:46,"664 Virginia St, Chicago, IL 60007",M,50,3
160400,Milky Mama Nursing Cover,1,20,04/28/20 12:06,"944 North Rd, Miami, FL 33133",F,25,1
160401,Bike Helmet,1,27.95,04/16/20 00:59,"458 3rd Ave, Sacramento, CA 94203",F,50,3
160402,Bungee Cords (10 Pack),1,11.45,04/28/20 20:30,"923 9th Blvd, Sacramento, CA 94203",F,51,3
160403,Shower Grab Bar,1,34.98,04/01/20 16:30,"153 8th St, Chicago, IL 60007",M,47,3
160404,AA Batteries (12 Pack),1,11.95,04/06/20 08:58,"139 Dogwood Way, Sacramento, CA 94203",F,34,2
160405,AA Batteries (12 Pack),1,11.95,04/23/20 18:05,"851 2nd Blvd, Las Vegas, NV 88901",M,41,3
160406,Shooter Video Game,1,59.99,04/28/20 13:51,"345 Cypress Rd, Chicago, IL 60007",F,45,3
160407,AA Batteries (12 Pack),1,11.95,04/12/20 22:22,"767 Chestnut Dr, Las Vegas, NV 88901",M,42,3
160408,Snazzy Hair Clips (3 Pack),1,5.3,04/25/20 17:36,"640 Ridge Rd, Minneapolis, MN 55111",F,63,4
160409,AA Batteries (12 Pack),2,11.95,04/25/20 17:27,"496 West Rd, Minneapolis, MN 55111",F,19,1
160410,Wireless Phone Charger,1,42.42,04/02/20 14:15,"168 MLK Court, New York City, NY 10001",F,30,2
160411,AA Batteries (12 Pack),1,11.95,04/12/20 18:29,"594 Dogwood St, Denver, CO 80259",F,75,4
160412,Wireless Phone Charger,1,42.42,04/02/20 14:19,"985 10th Rd, Las Vegas, NV 88901",F,25,1
160413,Snazzy Hair Clips (3 Pack),1,5.3,04/18/20 13:22,"170 Ridge Court, Sacramento, CA 94203",F,77,4
160414,Snazzy Hair Clips (3 Pack),1,5.3,04/06/20 22:29,"331 Lincoln Court, Las Vegas, NV 88901",F,59,3
160415,Bike Helmet,1,27.95,04/30/20 13:51,"817 Cypress Way, Las Vegas, NV 88901",M,43,3
160416,Mechanical Scale,1,38.88,04/29/20 04:37,"462 4th St, Miami, FL 33133",F,53,3
160417,AA Batteries (12 Pack),1,11.95,04/27/20 08:49,"109 11th St, Chicago, IL 60007",M,86,4
160418,AA Batteries (12 Pack),1,11.95,04/20/20 15:43,"493 Cypress St, Baton Rouge, LA 70808",F,48,3
160419,Wireless Phone Charger,1,42.42,04/14/20 16:36,"901 Washington Rd, Chicago, IL 60007",F,85,4
160420,Snazzy Hair Clips (3 Pack),1,5.3,04/14/20 12:25,"740 West Dr, Las Vegas, NV 88901",F,35,2
160421,Sun Hat,2,24.96,04/01/20 15:14,"308 6th St, Sacramento, CA 94203",F,83,4
160422,Vuvuzela,1,4.99,04/01/20 20:20,"740 Virginia Rd, Las Vegas, NV 88901",M,51,3
160423,Shooter Video Game,1,59.99,04/04/20 18:09,"537 Dogwood Ave, Omaha, NE 68007",M,25,1
160424,Bungee Cords (10 Pack),1,11.45,04/13/20 10:57,"297 Main Blvd, Chicago, IL 60007",F,29,2
160425,Bungee Cords (10 Pack),1,11.45,04/02/20 15:13,"634 Main Rd, Minneapolis, MN 55111",M,50,3
160426,Sun Hat,1,24.96,04/30/20 15:16,"399 6th St, Sacramento, CA 94203",F,44,3
160427,Vuvuzela,1,4.99,04/30/20 14:03,"188 1st Ave, Minneapolis, MN 55111",M,24,1
160428,Knee High Boots,1,129.2,04/09/20 20:44,"533 5th Rd, Chicago, IL 60007",F,24,1
160429,Bike Helmet,1,27.95,04/02/20 21:11,"257 11th Blvd, Baton Rouge, LA 70808",M,44,3
160430,AA Batteries (12 Pack),2,11.95,04/03/20 17:16,"536 Lincoln St, Minneapolis, MN 55111",M,31,2
160431,Velcro Shoes,1,43.16,04/10/20 12:07,"9 Virginia Ave, Chicago, IL 60007",M,26,2
160432,Knee High Boots,1,129.2,04/21/20 21:18,"404 10th St, Denver, CO 80259",M,18,1
160433,Shooter Video Game,1,59.99,04/13/20 16:23,"738 6th St, Minneapolis, MN 55111",M,57,3
160434,Wireless Phone Charger,1,42.42,04/03/20 10:50,"761 8th St, Baton Rouge, LA 70808",M,44,3
