id,product,quantity,price,date,address,sex,age,age_group
176170,Wireless Phone Charger,1,42.42,05/26/20 21:54,"173 Washington Blvd, Sacramento, CA 94203",M,81,4
176171,Hair Curler,1,93.31,05/14/20 13:29,"721 Redwood Way, Las Vegas, NV 88901",F,25,1
176171,Snazzy Hair Clips (3 Pack),1,5.3,05/14/20 13:29,"721 Redwood Way, Las Vegas, NV 88901",F,25,1
176172,Wireless Phone Charger,1,42.42,05/17/20 18:51,"914 Redwood St, New York City, NY 10001",M,66,4
176173,Shooter Video Game,1,59.99,05/08/20 16:07,"604 Redwood Ave, New York City, NY 10001",M,27,2
176174,Hair Curler,1,93.31,05/01/20 15:48,"844 South Rd, New York City, NY 10001",F,61,4
176174,Shooter Video Game,1,59.99,05/01/20 15:48,"844 South Rd, New York City, NY 10001",F,61,4
176175,Bike Helmet,1,27.95,05/19/20 12:18,"261 Bell Ave, Sacramento, CA 94203",M,26,2
176176,Tub of 50 Marbles,1,17.75,05/04/20 16:39,"529 Knoll Ave, New York City, NY 10001",F,89,4
176177,Mechanical Scale,1,38.88,05/24/20 08:36,"629 1st Dr, Miami, FL 33133",F,37,2
176178,Shower Grab Bar,1,34.98,05/16/20 12:22,"168 Lincoln Rd, Sacramento, CA 94203",M,76,4
176178,Sun Hat,2,24.96,05/16/20 12:22,"168 Lincoln Rd, Sacramento, CA 94203",M,76,4
176179,Bungee Cords (10 Pack),1,11.45,05/19/20 10:30,"5 7th Rd, Miami, FL 33133",F,55,3
176179,Earthworm Fishing Lure (32 Pack),1,7.28,05/19/20 10:30,"5 7th Rd, Miami, FL 33133",F,55,3
176180,AA Batteries (12 Pack),1,11.95,05/17/20 13:30,"35 3rd Way, Las Vegas, NV 88901",M,80,4
176181,Bungee Cords (10 Pack),1,11.45,05/26/20 16:18,"535 5th Dr, New York City, NY 10001",M,79,4
176182,Sun Hat,1,24.96,05/31/20 01:42,"202 13th Dr, Miami, FL 33133",F,22,1
176183,Shower Grab Bar,1,34.98,05/16/20 13:19,"762 Lincoln St, Chicago, IL 60007",F,82,4
176184,Velcro Shoes,1,43.16,05/13/20 02:19,"804 Main Dr, Las Vegas, NV 88901",M,74,4
176185,Sun Hat,1,24.96,05/07/20 21:48,"652 North Blvd, Las Vegas, NV 88901",F,82,4
176186,Bungee Cords (10 Pack),1,11.45,05/20/20 17:24,"189 3rd Way, Minneapolis, MN 55111",M,39,2
176187,Mechanical Scale,1,38.88,05/26/20 10:36,"698 10th St, Minneapolis, MN 55111",M,18,1
176188,Shower Grab Bar,1,34.98,05/25/20 19:31,"340 Main Ave, Las Vegas, NV 88901",M,78,4
176189,Shooter Video Game,1,59.99,05/30/20 22:00,"13 West St, Las Vegas, NV 88901",M,24,1
176190,Shooter Video Game,1,59.99,05/30/20 12:15,"252 Bell Ave, Las Vegas, NV 88901",F,19,1
176190,AA Batteries (12 Pack),1,11.95,05/30/20 12:15,"252 Bell Ave, Las Vegas, NV 88901",F,19,1
176191,Bungee Cords (10 Pack),1,11.45,05/13/20 18:37,"39 11th Dr, Minneapolis, MN 55111",M,61,4
176192,Bike Helmet,1,27.95,05/14/20 15:05,"331 2nd Way, Las Vegas, NV 88901",M,30,2
176193,Mechanical Scale,1,38.88,05/13/20 21:39,"483 8th Way, Miami, FL 33133",M,27,2
176194,Wireless Phone Charger,1,42.42,05/04/20 09:59,"895 5th St, Chicago, IL 60007",F,24,1
176195,Shooter Video Game,1,59.99,05/30/20 04:27,"161 Washington St, Chicago, IL 60007",M,19,1
176196,AA Batteries (12 Pack),1,11.95,05/03/20 02:13,"638 Main Rd, Chicago, IL 60007",M,53,3
176197,Knee High Boots,1,129.2,05/02/20 11:48,"818 Lincoln Way, Chicago, IL 60007",F,69,4
176198,Vuvuzela,1,4.99,05/31/20 14:29,"432 Cypress Dr, Sacramento, CA 94203",M,23,1
176199,Craft Scissors (8 Pack),1,36.0,05/22/20 14:32,"73 Redwood Blvd, Miami, FL 33133",F,18,1
176200,Sun Hat,1,24.96,05/18/20 08:02,"218 Chestnut Ave, Minneapolis, MN 55111",M,63,4
176201,Milky Mama Nursing Cover,1,20.0,05/16/20 21:44,"100 Cypress St, Omaha, NE 68007",F,25,1
176202,Milky Mama Nursing Cover,1,20.0,05/25/20 11:09,"602 Sunset Ave, Providence, RI 02902",F,20,1
176203,Shower Grab Bar,1,34.98,05/15/20 13:15,"282 2nd Rd, New York City, NY 10001",M,74,4
176204,Wireless Phone Charger,1,42.42,05/27/20 11:03,"91 4th Dr, Minneapolis, MN 55111",F,52,3
176205,Sun Hat,1,24.96,05/22/20 08:35,"161 Lincoln St, Sacramento, CA 94203",M,47,3
176206,Bungee Cords (10 Pack),1,11.45,05/24/20 12:11,"929 Lincoln Ave, New York City, NY 10001",F,80,4
176207,Milky Mama Nursing Cover,1,20.0,05/12/20 13:39,"671 3rd Ave, New York City, NY 10001",F,24,1
176208,AA Batteries (12 Pack),2,11.95,05/14/20 16:18,"835 North Way, Chicago, IL 60007",F,28,2
176209,Sun Hat,1,24.96,05/17/20 19:35,"703 3rd Ave, Denver, CO 80259",F,60,3
176210,Hair Curler,1,93.31,05/01/20 22:44,"124 MLK Rd, Las Vegas, NV 88901",F,18,1
176210,Snazzy Hair Clips (3 Pack),1,5.3,05/01/20 22:44,"124 MLK Rd, Las Vegas, NV 88901",F,18,1
176210,AA Batteries (12 Pack),1,11.95,05/01/20 22:44,"124 MLK Rd, Las Vegas, NV 88901",F,18,1
176211,Cherry & Oliver Pitter,1,15.49,05/01/20 16:07,"393 9th Dr, Las Vegas, NV 88901",M,71,4
176212,Cherry & Oliver Pitter,1,15.49,05/26/20 07:10,"51 4th St, Las Vegas, NV 88901",M,48,3
176213,Knee High Boots,1,129.2,05/13/20 20:54,"692 2nd Way, Miami, FL 33133",F,26,2
176214,AA Batteries (12 Pack),1,11.95,05/08/20 15:32,"187 Redwood Ave, Miami, FL 33133",M,81,4
176215,Sun Hat,1,24.96,05/21/20 10:40,"343 7th Rd, New York City, NY 10001",F,60,3
176216,AA Batteries (12 Pack),1,11.95,05/08/20 22:28,"951 West Blvd, Sacramento, CA 94203",F,47,3
176217,Shooter Video Game,1,59.99,05/01/20 23:17,"508 8th Blvd, Providence, RI 02902",M,45,3
176218,Shooter Video Game,1,59.99,05/16/20 19:33,"496 Sunset Rd, Omaha, NE 68007",F,24,1
176219,Cherry & Oliver Pitter,1,15.49,05/16/20 17:02,"49 Ridge Lane, New York City, NY 10001",F,43,3
176220,AA Batteries (12 Pack),1,11.95,05/07/20 14:50,"315 12th Dr, Denver, CO 80259",F,47,3
176221,AA Batteries (12 Pack),1,11.95,05/31/20 13:20,"881 North St, Sacramento, CA 94203",M,48,3
176222,Bike Helmet,1,27.95,05/20/20 18:12,"856 4th St, Las Vegas, NV 88901",F,78,4
176223,Sun Hat,1,24.96,05/07/20 23:05,"843 Ridge Way, Minneapolis, MN 55111",M,22,1
176224,Snazzy Hair Clips (3 Pack),2,5.3,05/08/20 07:23,"191 South Ave, Minneapolis, MN 55111",F,68,4
176225,Sun Hat,1,24.96,05/30/20 14:54,"614 13th Rd, Chicago, IL 60007",F,68,4
176226,Snazzy Hair Clips (3 Pack),1,5.3,05/01/20 18:00,"173 1st St, Miami, FL 33133",F,57,3
176227,AA Batteries (12 Pack),1,11.95,05/19/20 13:07,"277 6th Ave, Baton Rouge, LA 70808",M,33,2
176228,Wireless Phone Charger,1,42.42,05/19/20 10:42,"980 12th Blvd, Las Vegas, NV 88901",M,42,3
176229,Sun Hat,1,24.96,05/27/20 12:54,"782 4th St, Miami, FL 33133",F,25,1
176230,Sun Hat,1,24.96,05/05/20 22:17,"378 Sunset St, Chicago, IL 60007",M,42,3
176231,AA Batteries (12 Pack),1,11.95,05/30/20 12:40,"885 2nd Rd, Minneapolis, MN 55111",F,52,3
176232,Wireless Phone Charger,1,42.42,05/13/20 16:25,"959 12th Dr, Miami, FL 33133",F,25,1
176233,Bungee Cords (10 Pack),2,11.45,05/15/20 12:39,"153 Main St, New York City, NY 10001",F,25,1
176234,Hair Curler,1,93.31,05/06/20 13:33,"859 Chestnut St, Sacramento, CA 94203",M,20,1
176235,Snazzy Hair Clips (3 Pack),1,5.3,05/22/20 15:12,"515 Bell Blvd, Chicago, IL 60007",F,26,2
176236,AA Batteries (12 Pack),1,11.95,05/28/20 16:51,"194 Virginia Ave, New York City, NY 10001",M,56,3
176237,Hair Curler,1,93.31,05/06/20 10:54,"731 11th Dr, Las Vegas, NV 88901",M,28,2
176237,Snazzy Hair Clips (3 Pack),1,5.3,05/06/20 10:54,"731 11th Dr, Las Vegas, NV 88901",M,28,2
176238,Snazzy Hair Clips (3 Pack),1,5.3,05/19/20 14:21,"972 Redwood Rd, Minneapolis, MN 55111",F,38,2
176239,Sun Hat,2,24.96,05/23/20 16:09,"727 MLK St, Chicago, IL 60007",M,33,2
176240,Sun Hat,1,24.96,05/05/20 12:32,"221 10th Rd, Sacramento, CA 94203",F,71,4
176241,Sun Hat,1,24.96,05/15/20 19:25,"854 2nd St, Chicago, IL 60007",M,18,1
176241,Wireless Phone Charger,1,42.42,05/15/20 19:25,"854 2nd St, Chicago, IL 60007",M,18,1
176242,Mechanical Scale,1,38.88,05/03/20 15:42,"368 6th Ave, Miami, FL 33133",F,62,4
176243,Sun Hat,1,24.96,05/21/20 20:09,"828 6th Blvd, Sacramento, CA 94203",F,54,3
176244,Velcro Shoes,1,43.16,05/19/20 22:28,"279 Washington Ave, Chicago, IL 60007",M,90,4
176244,Shower Grab Bar,1,34.98,05/19/20 22:28,"279 Washington Ave, Chicago, IL 60007",M,90,4
176245,Sun Hat,1,24.96,05/09/20 11:26,"830 Ridge Dr, Las Vegas, NV 88901",M,36,2
176246,Hair Curler,1,93.31,05/01/20 21:54,"128 Dogwood St, Miami, FL 33133",F,18,1
176247,Vuvuzela,1,4.99,05/07/20 07:56,"703 12th Rd, Miami, FL 33133",M,25,1
176248,Noahs Arc Soundbar,1,799.0,05/22/20 12:03,"861 11th Lane, Denver, CO 80259",F,56,3
176249,Shower Grab Bar,1,34.98,05/15/20 20:28,"318 9th Blvd, Minneapolis, MN 55111",F,73,4
176250,Wireless Phone Charger,1,42.42,05/28/20 12:37,"576 Bell Rd, Chicago, IL 60007",F,22,1
176251,AA Batteries (12 Pack),1,11.95,05/27/20 10:15,"689 Knoll Rd, Sacramento, CA 94203",F,55,3
176252,Snazzy Hair Clips (3 Pack),1,5.3,05/22/20 10:02,"893 Virginia Way, Minneapolis, MN 55111",F,74,4
176253,Bungee Cords (10 Pack),2,11.45,05/29/20 16:40,"652 Dogwood St, Las Vegas, NV 88901",M,70,4
176254,Shooter Video Game,1,59.99,05/05/20 12:54,"574 10th Dr, New York City, NY 10001",F,27,2
176255,Velcro Shoes,1,43.16,05/11/20 16:34,"477 2nd Dr, Minneapolis, MN 55111",M,71,4
176255,Shower Grab Bar,1,34.98,05/11/20 16:34,"477 2nd Dr, Minneapolis, MN 55111",M,71,4
176256,Shooter Video Game,1,59.99,05/07/20 14:28,"750 Chestnut Rd, Miami, FL 33133",M,20,1
176257,Sun Hat,1,24.96,05/27/20 12:47,"924 West Blvd, Denver, CO 80259",F,78,4
176257,Bungee Cords (10 Pack),1,11.45,05/27/20 12:47,"924 West Blvd, Denver, CO 80259",F,78,4
176258,Wireless Phone Charger,1,42.42,05/05/20 04:28,"67 3rd Ave, Denver, CO 80259",F,19,1
176259,Knee High Boots,1,129.2,05/26/20 16:07,"382 Sunset Way, New York City, NY 10001",M,59,3
176260,Sun Hat,1,24.96,05/22/20 15:13,"921 Knoll Way, Miami, FL 33133",M,40,2
176261,Shooter Video Game,1,59.99,05/15/20 12:15,"241 Virginia Ave, Sacramento, CA 94203",M,58,3
176262,Velcro Shoes,1,43.16,05/13/20 22:28,"371 6th St, Miami, FL 33133",M,90,4
176263,Shower Grab Bar,2,34.98,05/04/20 13:11,"460 Sunset St, Minneapolis, MN 55111",M,42,3
176264,Knee High Boots,1,129.2,05/17/20 08:23,"400 Bell Dr, Miami, FL 33133",F,19,1
176265,Shooter Video Game,1,59.99,05/30/20 18:37,"844 9th St, New York City, NY 10001",M,23,1
176266,Velcro Shoes,1,43.16,05/01/20 09:13,"32 Main St, Las Vegas, NV 88901",M,64,4
176267,Sun Hat,1,24.96,05/07/20 18:24,"777 2nd Court, Sacramento, CA 94203",F,87,4
176268,AA Batteries (12 Pack),3,11.95,05/18/20 13:18,"25 7th St, Sacramento, CA 94203",M,72,4
176269,AA Batteries (12 Pack),1,11.95,05/21/20 10:12,"577 1st St, Providence, RI 02902",F,70,4
176270,Velcro Shoes,1,43.16,05/19/20 10:23,"505 3rd Ave, Minneapolis, MN 55111",F,55,3
176271,Wireless Phone Charger,1,42.42,05/28/20 02:51,"110 3rd Lane, Miami, FL 33133",F,40,2
176272,Bike Helmet,1,27.95,05/02/20 15:12,"273 13th Ave, Las Vegas, NV 88901",F,63,4
176273,Shooter Video Game,1,59.99,05/31/20 10:05,"736 Chestnut Ave, Miami, FL 33133",M,23,1
176274,Mechanical Scale,1,38.88,05/10/20 12:59,"362 West Rd, Chicago, IL 60007",F,42,3
176275,Bungee Cords (10 Pack),1,11.45,05/14/20 12:30,"131 13th Blvd, Providence, RI 02902",M,45,3
176276,Wireless Phone Charger,1,42.42,05/23/20 16:51,"473 Knoll St, Las Vegas, NV 88901",F,58,3
176277,Bike Helmet,1,27.95,05/08/20 17:27,"77 Ridge Rd, Chicago, IL 60007",M,83,4
176278,AA Batteries (12 Pack),1,11.95,05/16/20 22:31,"723 Main Way, Chicago, IL 60007",M,52,3
176279,Shower Grab Bar,1,34.98,05/07/20 12:17,"945 Lincoln Rd, Chicago, IL 60007",M,85,4
176280,AA Batteries (12 Pack),2,11.95,05/23/20 10:02,"577 Ridge Rd, New York City, NY 10001",M,67,4
176281,Craft Scissors (8 Pack),1,36.0,05/26/20 20:06,"667 11th Blvd, New York City, NY 10001",F,45,3
176282,AA Batteries (12 Pack),1,11.95,05/28/20 23:44,"203 North Lane, Minneapolis, MN 55111",M,25,1
176283,Craft Scissors (8 Pack),1,36.0,05/14/20 12:32,"951 12th Ave, Denver, CO 80259",M,30,2
176283,Tub of 50 Marbles,1,17.75,05/14/20 12:32,"951 12th Ave, Denver, CO 80259",M,30,2
176284,Velcro Shoes,1,43.16,05/19/20 11:11,"180 West Rd, Miami, FL 33133",M,53,3
176284,Shower Grab Bar,1,34.98,05/19/20 11:11,"180 West Rd, Miami, FL 33133",M,53,3
176285,AA Batteries (12 Pack),1,11.95,06/01/20 00:59,"517 Virginia St, Baton Rouge, LA 70808",F,29,2
176286,Snazzy Hair Clips (3 Pack),1,5.3,05/02/20 14:40,"815 Cypress Rd, Chicago, IL 60007",F,25,1
176287,Wireless Phone Charger,1,42.42,05/05/20 16:16,"255 Knoll Way, Minneapolis, MN 55111",M,24,1
176288,AA Batteries (12 Pack),1,11.95,05/16/20 16:05,"468 3rd Lane, Chicago, IL 60007",F,26,2
176289,Wireless Phone Charger,1,42.42,05/12/20 12:16,"225 Chestnut Ave, New York City, NY 10001",M,27,2
176290,Craft Scissors (8 Pack),1,36.0,05/10/20 15:01,"507 MLK St, Las Vegas, NV 88901",M,18,1
176291,Bike Helmet,1,27.95,05/23/20 01:55,"433 West Way, Miami, FL 33133",M,68,4
176292,AA Batteries (12 Pack),1,11.95,05/20/20 14:03,"556 Sunset Dr, Denver, CO 80259",F,77,4
176293,Bungee Cords (10 Pack),1,11.45,05/06/20 11:40,"388 Ridge Court, Chicago, IL 60007",F,61,4
176294,Shooter Video Game,1,59.99,05/05/20 09:45,"553 Dogwood Ave, Miami, FL 33133",M,25,1
176295,Bungee Cords (10 Pack),1,11.45,05/25/20 19:25,"780 7th Rd, Chicago, IL 60007",F,37,2
176296,Craft Scissors (8 Pack),1,36.0,05/10/20 17:33,"682 13th Ave, Baton Rouge, LA 70808",F,57,3
176297,Sun Hat,1,24.96,05/18/20 17:57,"205 2nd Ave, Las Vegas, NV 88901",F,66,4
176298,Shower Grab Bar,1,34.98,05/17/20 18:28,"394 Cypress Rd, Chicago, IL 60007",M,80,4
176299,Shooter Video Game,1,59.99,05/02/20 20:57,"542 Knoll Rd, Miami, FL 33133",M,22,1
176300,Sun Hat,1,24.96,05/28/20 22:46,"910 8th Ave, Miami, FL 33133",M,63,4
176301,Wireless Phone Charger,1,42.42,05/28/20 08:50,"995 6th Rd, Sacramento, CA 94203",F,54,3
176302,Bike Helmet,1,27.95,05/26/20 17:18,"670 North Way, Minneapolis, MN 55111",F,39,2
176303,Wireless Phone Charger,1,42.42,05/20/20 19:23,"72 Virginia Ave, Chicago, IL 60007",M,30,2
176304,Sun Hat,1,24.96,05/12/20 15:07,"223 Redwood Way, Minneapolis, MN 55111",M,26,2
176305,Craft Scissors (8 Pack),1,36.0,05/08/20 13:25,"765 9th Blvd, Chicago, IL 60007",M,25,1
176306,Shower Grab Bar,1,34.98,05/30/20 02:31,"870 Main Dr, Providence, RI 02902",F,63,4
176307,Bungee Cords (10 Pack),1,11.45,05/19/20 15:13,"929 Redwood Ave, New York City, NY 10001",M,25,1
176308,Hair Curler,1,93.31,05/20/20 13:20,"525 12th Blvd, Omaha, NE 68007",F,51,3
176309,Hair Curler,1,93.31,05/31/20 23:47,"977 West St, Las Vegas, NV 88901",F,22,1
176310,Snazzy Hair Clips (3 Pack),1,5.3,05/28/20 15:05,"439 4th St, Minneapolis, MN 55111",F,19,1
176311,Bike Helmet,1,27.95,05/24/20 23:34,"692 Knoll Way, Minneapolis, MN 55111",F,25,1
176312,Craft Scissors (8 Pack),1,36.0,05/25/20 10:18,"644 Bell Ave, Chicago, IL 60007",F,71,4
176313,Sun Hat,1,24.96,05/24/20 14:02,"823 Main Ave, Sacramento, CA 94203",F,20,1
176314,Knee High Boots,1,129.2,05/20/20 08:06,"855 Bell Rd, Las Vegas, NV 88901",F,54,3
176315,Bungee Cords (10 Pack),1,11.45,05/13/20 17:12,"862 South Blvd, Sacramento, CA 94203",M,57,3
176315,Earthworm Fishing Lure (32 Pack),1,7.28,05/13/20 17:12,"862 South Blvd, Sacramento, CA 94203",M,57,3
176316,Snazzy Hair Clips (3 Pack),1,5.3,05/30/20 10:02,"123 2nd St, Chicago, IL 60007",F,32,2
176317,Snazzy Hair Clips (3 Pack),1,5.3,05/10/20 13:07,"389 West St, Miami, FL 33133",F,33,2
176318,Cherry & Oliver Pitter,1,15.49,05/16/20 20:51,"434 Lincoln Ave, Las Vegas, NV 88901",F,54,3
176319,Wireless Phone Charger,1,42.42,05/27/20 19:26,"759 Dogwood St, Chicago, IL 60007",M,68,4
176320,Velcro Shoes,1,43.16,05/17/20 16:52,"683 Ridge Way, Miami, FL 33133",M,60,3
176320,Tub of 50 Marbles,1,17.75,05/17/20 16:52,"683 Ridge Way, Miami, FL 33133",M,60,3
176320,Bike Helmet,1,27.95,05/17/20 16:52,"683 Ridge Way, Miami, FL 33133",M,60,3
176321,Shower Grab Bar,1,34.98,05/16/20 16:56,"297 Lincoln Rd, Miami, FL 33133",M,83,4
176322,AA Batteries (12 Pack),1,11.95,05/04/20 19:46,"695 South Ave, Chicago, IL 60007",F,46,3
176323,Wireless Phone Charger,1,42.42,05/14/20 12:01,"776 Bell Ave, Las Vegas, NV 88901",F,24,1
176324,Shower Grab Bar,1,34.98,05/07/20 19:38,"892 13th St, Miami, FL 33133",F,22,1
176324,AA Batteries (12 Pack),1,11.95,05/07/20 19:38,"892 13th St, Miami, FL 33133",F,22,1
176325,Sun Hat,1,24.96,05/25/20 16:47,"577 North Ave, Las Vegas, NV 88901",M,72,4
176326,Tub of 50 Marbles,1,17.75,05/15/20 20:46,"11 8th Ave, Sacramento, CA 94203",F,33,2
176327,Snazzy Hair Clips (3 Pack),1,5.3,05/01/20 21:05,"479 9th Ave, Baton Rouge, LA 70808",F,23,1
176328,Shower Grab Bar,1,34.98,05/27/20 18:36,"505 Chestnut Ave, Baton Rouge, LA 70808",F,65,4
176329,AA Batteries (12 Pack),1,11.95,05/07/20 01:00,"90 Virginia Rd, Denver, CO 80259",F,86,4
176330,Sun Hat,1,24.96,05/20/20 07:37,"338 Knoll Blvd, Denver, CO 80259",M,21,1
176331,Bungee Cords (10 Pack),1,11.45,05/19/20 06:35,"239 Bell St, Sacramento, CA 94203",F,69,4
176332,Wireless Phone Charger,1,42.42,05/03/20 09:01,"685 2nd Rd, New York City, NY 10001",M,25,1
176333,Snazzy Hair Clips (3 Pack),1,5.3,05/07/20 19:05,"985 9th Court, Sacramento, CA 94203",F,36,2
176334,Wireless Phone Charger,1,42.42,05/01/20 12:32,"768 Lincoln Rd, Chicago, IL 60007",M,57,3
176335,Shooter Video Game,1,59.99,05/10/20 01:54,"250 10th Way, Minneapolis, MN 55111",M,48,3
id,product,quantity,price,date,address,sex,age,age_group
176336,Shower Grab Bar,1,34.98,05/09/20 07:34,"539 8th Way, Las Vegas, NV 88901",M,67,4
