id,product,quantity,price,date,address,sex,age,age_group
216654,Knee High Boots,1,129.2,09/12/20 08:40,"669 Virginia St, Providence, RI 02902",M,22,1
216655,Craft Scissors (8 Pack),1,36.0,09/17/20 12:30,"267 1st Rd, Denver, CO 80259",F,23,1
216656,Snazzy Hair Clips (3 Pack),2,5.3,09/03/20 21:02,"735 Knoll Rd, New York City, NY 10001",M,49,3
216657,AA Batteries (12 Pack),1,11.95,09/09/20 19:32,"52 Main Blvd, Chicago, IL 60007",M,63,4
216658,Velcro Shoes,1,43.16,09/23/20 18:48,"970 9th Rd, New York City, NY 10001",M,20,1
216659,Bungee Cords (10 Pack),1,11.45,09/11/20 02:18,"763 Cypress St, Miami, FL 33133",F,28,2
216660,Bungee Cords (10 Pack),1,11.45,09/14/20 09:08,"851 9th Dr, New York City, NY 10001",F,28,2
216661,Shooter Video Game,1,59.99,09/16/20 23:57,"56 Bell Rd, Miami, FL 33133",F,34,2
216662,AA Batteries (12 Pack),1,11.95,09/25/20 18:18,"895 12th Ave, Chicago, IL 60007",F,43,3
216663,Bike Helmet,1,27.95,09/29/20 19:36,"281 8th Way, Denver, CO 80259",M,53,3
216664,Bike Helmet,1,27.95,09/30/20 17:01,"282 3rd Rd, Miami, FL 33133",F,75,4
216665,Shooter Video Game,1,59.99,09/16/20 15:36,"537 Sunset Ave, New York City, NY 10001",F,38,2
216666,Earthworm Fishing Lure (32 Pack),1,7.28,09/06/20 22:09,"201 3rd Way, Sacramento, CA 94203",M,31,2
216667,Bungee Cords (10 Pack),1,11.45,09/07/20 13:29,"933 MLK Rd, Las Vegas, NV 88901",M,44,3
216668,Shooter Video Game,1,59.99,09/05/20 20:33,"417 4th Ave, Minneapolis, MN 55111",M,78,4
216669,Bungee Cords (10 Pack),1,11.45,09/30/20 13:33,"7 8th Ave, Minneapolis, MN 55111",F,47,3
216670,AA Batteries (12 Pack),2,11.95,09/19/20 20:17,"855 5th Rd, Chicago, IL 60007",F,29,2
216671,Sun Hat,1,24.96,09/26/20 18:43,"499 13th St, Las Vegas, NV 88901",F,78,4
216672,Velcro Shoes,1,43.16,09/25/20 16:45,"393 Sunset Blvd, Las Vegas, NV 88901",M,72,4
216672,Shower Grab Bar,1,34.98,09/25/20 16:45,"393 Sunset Blvd, Las Vegas, NV 88901",M,72,4
216672,Tub of 50 Marbles,2,17.75,09/25/20 16:45,"393 Sunset Blvd, Las Vegas, NV 88901",M,72,4
216673,Shower Grab Bar,1,34.98,09/02/20 20:27,"319 Washington St, Denver, CO 80259",M,37,2
216674,Knee High Boots,1,129.2,09/11/20 21:42,"357 West Ave, New York City, NY 10001",F,19,1
216675,Shooter Video Game,1,59.99,09/15/20 00:37,"584 4th Dr, Las Vegas, NV 88901",M,33,2
216676,Sun Hat,1,24.96,09/28/20 02:42,"95 South Rd, Omaha, NE 68007",F,56,3
216677,Earthworm Fishing Lure (32 Pack),1,7.28,09/13/20 19:19,"886 13th Lane, Chicago, IL 60007",M,78,4
216678,Sun Hat,1,24.96,09/05/20 20:18,"788 9th Lane, Omaha, NE 68007",M,72,4
216679,Shooter Video Game,1,59.99,09/18/20 10:38,"461 10th Ave, Las Vegas, NV 88901",F,65,4
216680,Mechanical Scale,1,38.88,09/05/20 09:38,"103 Chestnut Rd, Sacramento, CA 94203",F,66,4
216681,Shooter Video Game,1,59.99,09/08/20 07:46,"150 South Way, Las Vegas, NV 88901",M,20,1
216682,Bungee Cords (10 Pack),1,11.45,09/02/20 20:00,"993 West St, Miami, FL 33133",M,76,4
216683,Bike Helmet,1,27.95,09/16/20 17:56,"964 2nd Dr, New York City, NY 10001",F,67,4
216684,Vuvuzela,2,4.99,09/27/20 13:19,"534 11th St, Sacramento, CA 94203",M,50,3
216685,Sun Hat,1,24.96,09/13/20 13:24,"135 9th Lane, Las Vegas, NV 88901",F,19,1
216686,Snazzy Hair Clips (3 Pack),1,5.3,09/17/20 15:32,"113 Cypress Rd, Chicago, IL 60007",F,71,4
216687,AA Batteries (12 Pack),1,11.95,09/19/20 16:45,"105 MLK St, Las Vegas, NV 88901",F,44,3
216688,Shooter Video Game,1,59.99,09/25/20 14:19,"409 1st St, Las Vegas, NV 88901",M,18,1
216689,Shooter Video Game,1,59.99,09/22/20 19:01,"539 Sunset Ave, Las Vegas, NV 88901",M,31,2
216690,Bungee Cords (10 Pack),1,11.45,09/08/20 08:00,"177 8th St, Chicago, IL 60007",M,51,3
216691,Knee High Boots,1,129.2,09/17/20 12:02,"417 4th St, Miami, FL 33133",F,78,4
216692,Bike Helmet,1,27.95,09/06/20 22:47,"658 3rd St, Miami, FL 33133",M,66,4
216693,Shower Grab Bar,1,34.98,09/28/20 23:53,"182 Washington Blvd, Denver, CO 80259",M,75,4
216694,Shooter Video Game,1,59.99,09/18/20 13:11,"558 Chestnut Lane, Las Vegas, NV 88901",M,20,1
216695,AA Batteries (12 Pack),1,11.95,09/06/20 11:46,"680 5th Court, Las Vegas, NV 88901",M,60,3
216696,Snazzy Hair Clips (3 Pack),2,5.3,09/14/20 22:19,"820 Sunset Blvd, Sacramento, CA 94203",F,73,4
216697,AA Batteries (12 Pack),1,11.95,09/19/20 19:32,"125 Redwood Rd, Minneapolis, MN 55111",F,25,1
216698,Bike Helmet,1,27.95,09/13/20 10:14,"704 Chestnut Dr, Sacramento, CA 94203",M,52,3
216699,Sun Hat,1,24.96,09/16/20 04:35,"288 8th Rd, Chicago, IL 60007",F,65,4
216700,Snazzy Hair Clips (3 Pack),1,5.3,09/25/20 12:30,"926 9th Dr, Denver, CO 80259",M,54,3
216701,AA Batteries (12 Pack),1,11.95,09/14/20 12:16,"829 Lincoln Rd, Chicago, IL 60007",M,53,3
216702,AA Batteries (12 Pack),1,11.95,09/25/20 13:13,"60 Cypress St, Sacramento, CA 94203",M,56,3
216703,Craft Scissors (8 Pack),1,36.0,09/21/20 12:12,"401 7th St, Chicago, IL 60007",M,39,2
216704,AA Batteries (12 Pack),2,11.95,09/18/20 17:14,"307 Lincoln Lane, Denver, CO 80259",M,27,2
216705,Shooter Video Game,1,59.99,09/08/20 22:55,"701 Main Ave, Minneapolis, MN 55111",M,47,3
216706,Tub of 50 Marbles,1,17.75,09/29/20 08:37,"174 Knoll Way, Denver, CO 80259",F,20,1
216707,Bike Helmet,1,27.95,09/09/20 17:50,"396 Redwood St, New York City, NY 10001",F,64,4
216708,Knee High Boots,1,129.2,09/26/20 21:30,"585 MLK St, Las Vegas, NV 88901",M,34,2
216709,Vuvuzela,1,4.99,09/18/20 13:41,"534 8th Lane, Minneapolis, MN 55111",F,24,1
216710,Wireless Phone Charger,1,42.42,09/23/20 12:25,"34 Knoll Rd, Chicago, IL 60007",M,29,2
216711,Shower Grab Bar,1,34.98,09/25/20 20:29,"644 Virginia Ave, Las Vegas, NV 88901",F,57,3
216712,AA Batteries (12 Pack),2,11.95,09/01/20 20:54,"578 Redwood St, Chicago, IL 60007",F,29,2
216713,Bungee Cords (10 Pack),1,11.45,09/18/20 18:24,"150 9th Blvd, Baton Rouge, LA 70808",M,50,3
216714,Wireless Phone Charger,1,42.42,09/21/20 14:03,"722 Sunset St, Denver, CO 80259",M,36,2
216715,Tub of 50 Marbles,1,17.75,09/16/20 13:25,"216 Dogwood Rd, Miami, FL 33133",M,27,2
216716,Shower Grab Bar,1,34.98,09/11/20 08:37,"244 Washington Dr, Denver, CO 80259",M,19,1
216717,Wireless Phone Charger,1,42.42,09/12/20 12:06,"229 Virginia Dr, Las Vegas, NV 88901",F,47,3
216718,Sun Hat,1,24.96,09/09/20 00:03,"759 North Way, New York City, NY 10001",M,42,3
216719,AA Batteries (12 Pack),1,11.95,09/06/20 07:31,"272 8th St, Las Vegas, NV 88901",F,28,2
216720,Mechanical Scale,1,38.88,09/16/20 22:38,"160 11th Lane, Chicago, IL 60007",M,74,4
216721,Sun Hat,1,24.96,09/24/20 10:33,"162 Chestnut St, Chicago, IL 60007",M,37,2
216722,Shooter Video Game,1,59.99,09/28/20 11:31,"956 MLK Court, Las Vegas, NV 88901",F,28,2
216723,Shooter Video Game,1,59.99,09/15/20 14:09,"372 Redwood Blvd, Sacramento, CA 94203",M,20,1
216724,Sun Hat,1,24.96,09/14/20 12:25,"910 11th Blvd, New York City, NY 10001",F,55,3
216725,Bike Helmet,1,27.95,09/24/20 11:01,"975 Main Ave, Chicago, IL 60007",F,84,4
216726,AA Batteries (12 Pack),1,11.95,09/20/20 10:01,"105 8th St, Sacramento, CA 94203",F,30,2
216727,Wireless Phone Charger,1,42.42,09/15/20 19:35,"848 Dogwood Rd, Denver, CO 80259",M,58,3
216728,Velcro Shoes,1,43.16,09/06/20 17:49,"885 Main Rd, Sacramento, CA 94203",M,66,4
216728,Sun Hat,1,24.96,09/06/20 17:49,"885 Main Rd, Sacramento, CA 94203",M,66,4
216728,Tub of 50 Marbles,1,17.75,09/06/20 17:49,"885 Main Rd, Sacramento, CA 94203",M,66,4
216729,Sun Hat,1,24.96,09/20/20 17:24,"766 Redwood St, Miami, FL 33133",M,22,1
216730,Sun Hat,1,24.96,09/30/20 02:32,"973 12th Rd, Chicago, IL 60007",M,46,3
216731,Snazzy Hair Clips (3 Pack),1,5.3,09/12/20 21:22,"552 2nd Dr, Miami, FL 33133",M,36,2
216732,Craft Scissors (8 Pack),1,36.0,09/28/20 11:18,"315 7th St, Denver, CO 80259",F,68,4
216733,Bungee Cords (10 Pack),1,11.45,09/25/20 16:23,"717 4th Ave, New York City, NY 10001",F,60,3
216734,Velcro Shoes,1,43.16,09/25/20 11:00,"632 Lincoln Rd, Denver, CO 80259",M,57,3
216735,Shooter Video Game,1,59.99,09/26/20 18:44,"838 Ridge St, Denver, CO 80259",M,30,2
216736,Wireless Phone Charger,1,42.42,09/14/20 01:29,"622 Chestnut St, Minneapolis, MN 55111",F,37,2
216737,Wireless Phone Charger,1,42.42,09/15/20 22:10,"977 West St, Baton Rouge, LA 70808",M,38,2
216738,Shooter Video Game,1,59.99,09/17/20 18:06,"475 9th Ave, New York City, NY 10001",M,39,2
216739,Bungee Cords (10 Pack),1,11.45,09/29/20 19:40,"87 7th Ave, Sacramento, CA 94203",F,59,3
216740,Sun Hat,1,24.96,09/08/20 11:39,"49 Knoll Rd, Chicago, IL 60007",M,24,1
216741,Vuvuzela,1,4.99,09/07/20 20:53,"746 8th St, Miami, FL 33133",M,26,2
216742,Knee High Boots,1,129.2,09/20/20 14:41,"269 Ridge Lane, Denver, CO 80259",F,44,3
216743,Bungee Cords (10 Pack),1,11.45,09/07/20 13:23,"946 1st St, Minneapolis, MN 55111",F,24,1
216744,Wireless Phone Charger,1,42.42,09/09/20 11:21,"764 Sunset Ave, Chicago, IL 60007",M,57,3
216745,Wireless Phone Charger,1,42.42,09/28/20 08:44,"430 Chestnut St, Miami, FL 33133",M,25,1
216746,Shower Grab Bar,1,34.98,09/13/20 20:45,"618 MLK Way, Miami, FL 33133",F,88,4
216747,Bike Helmet,1,27.95,09/15/20 13:20,"783 Main St, Miami, FL 33133",F,75,4
216748,Bungee Cords (10 Pack),1,11.45,09/26/20 00:14,"356 12th Ave, New York City, NY 10001",F,78,4
216749,Hair Curler,1,93.31,09/11/20 08:06,"38 6th Ave, Chicago, IL 60007",F,22,1
216749,Snazzy Hair Clips (3 Pack),1,5.3,09/11/20 08:06,"38 6th Ave, Chicago, IL 60007",F,22,1
216750,Bungee Cords (10 Pack),2,11.45,09/18/20 17:41,"914 Main Dr, Miami, FL 33133",F,71,4
216751,Craft Scissors (8 Pack),1,36.0,09/17/20 22:27,"923 8th Ave, New York City, NY 10001",M,27,2
216752,Wireless Phone Charger,1,42.42,09/10/20 11:51,"425 3rd Way, Las Vegas, NV 88901",F,32,2
216753,Shooter Video Game,1,59.99,09/26/20 02:27,"1 South Rd, Denver, CO 80259",M,41,3
216754,Snazzy Hair Clips (3 Pack),1,5.3,09/27/20 15:20,"231 9th Rd, Miami, FL 33133",F,24,1
216755,Milky Mama Nursing Cover,1,20.0,09/27/20 07:59,"335 11th St, Miami, FL 33133",F,31,2
216756,AA Batteries (12 Pack),1,11.95,09/09/20 13:25,"900 5th St, Chicago, IL 60007",F,24,1
216757,Shooter Video Game,1,59.99,09/17/20 17:52,"298 Virginia Blvd, Baton Rouge, LA 70808",F,37,2
216758,Bungee Cords (10 Pack),1,11.45,09/27/20 18:12,"446 12th Way, Miami, FL 33133",F,19,1
216759,Velcro Shoes,1,43.16,09/24/20 11:39,"570 Virginia Ave, Minneapolis, MN 55111",M,36,2
216760,Space Cadet Snow Blower,1,1399.0,09/16/20 21:57,"242 MLK Blvd, Chicago, IL 60007",F,87,4
216761,Snazzy Hair Clips (3 Pack),1,5.3,09/13/20 12:09,"502 Sunset Ave, Sacramento, CA 94203",F,87,4
216762,Wireless Phone Charger,1,42.42,09/10/20 20:42,"93 West St, Sacramento, CA 94203",M,85,4
216763,Vuvuzela,1,4.99,09/25/20 21:20,"567 Sunset St, Miami, FL 33133",M,18,1
216764,Shower Grab Bar,1,34.98,09/19/20 21:43,"810 Cypress Ave, Sacramento, CA 94203",M,46,3
216765,Hair Curler,1,93.31,09/20/20 21:48,"733 Chestnut Court, Baton Rouge, LA 70808",M,18,1
216766,Bungee Cords (10 Pack),1,11.45,09/27/20 01:37,"574 Knoll Blvd, Chicago, IL 60007",M,60,3
216767,Space Cadet Snow Blower,1,1399.0,09/05/20 10:49,"819 Ridge Ave, Sacramento, CA 94203",M,89,4
216768,Snazzy Hair Clips (3 Pack),1,5.3,09/28/20 22:46,"875 Chestnut Blvd, New York City, NY 10001",F,33,2
216769,Snazzy Hair Clips (3 Pack),1,5.3,09/04/20 16:54,"633 2nd St, Sacramento, CA 94203",F,34,2
,,,,,,,,
216770,Sun Hat,1,24.96,09/03/20 19:34,"23 6th Ave, Baton Rouge, LA 70808",M,27,2
216771,Mechanical Scale,1,38.88,09/27/20 21:08,"354 Sunset Rd, Baton Rouge, LA 70808",F,37,2
216772,Shooter Video Game,1,59.99,09/23/20 13:03,"289 North St, New York City, NY 10001",M,56,3
216773,Wireless Phone Charger,1,42.42,09/26/20 11:59,"209 Virginia Ave, New York City, NY 10001",F,41,3
216774,Shooter Video Game,1,59.99,09/13/20 16:24,"266 Lincoln St, Chicago, IL 60007",F,36,2
216775,Craft Scissors (8 Pack),1,36,09/03/20 19:04,"471 3rd Way, Las Vegas, NV 88901",F,22,1
216776,Sun Hat,1,24.96,09/03/20 20:32,"638 5th Blvd, New York City, NY 10001",M,60,3
216777,Snazzy Hair Clips (3 Pack),1,5.3,09/25/20 22:50,"238 Ridge St, Baton Rouge, LA 70808",F,25,1
216778,Snazzy Hair Clips (3 Pack),1,5.3,09/10/20 10:04,"829 Virginia St, Miami, FL 33133",F,36,2
216779,Snazzy Hair Clips (3 Pack),2,5.3,09/20/20 20:56,"125 Dogwood Blvd, Las Vegas, NV 88901",M,19,1
216780,Shooter Video Game,1,59.99,09/14/20 05:48,"89 North Blvd, Miami, FL 33133",F,28,2
216781,Wireless Phone Charger,1,42.42,09/04/20 06:46,"633 Chestnut Ave, Sacramento, CA 94203",M,40,2
216782,Shooter Video Game,1,59.99,09/11/20 14:19,"471 Main St, Chicago, IL 60007",F,53,3
216783,Milky Mama Nursing Cover,1,20,09/05/20 20:48,"22 Main Ave, Miami, FL 33133",F,36,2
216784,Sun Hat,1,24.96,09/10/20 14:34,"43 Main Dr, Minneapolis, MN 55111",F,80,4
216785,Snazzy Hair Clips (3 Pack),1,5.3,09/11/20 13:45,"97 North Way, Sacramento, CA 94203",F,56,3
216786,Wireless Phone Charger,1,42.42,09/21/20 22:18,"980 9th Rd, Miami, FL 33133",M,82,4
216787,Snazzy Hair Clips (3 Pack),1,5.3,09/15/20 22:52,"841 9th Lane, Las Vegas, NV 88901",F,57,3
216788,Mechanical Scale,1,38.88,09/26/20 11:52,"252 Knoll Blvd, New York City, NY 10001",F,69,4
216789,Mechanical Scale,1,38.88,09/14/20 20:16,"995 Chestnut Way, Chicago, IL 60007",F,42,3
216790,AA Batteries (12 Pack),1,11.95,09/05/20 07:34,"12 Ridge Dr, Las Vegas, NV 88901",F,69,4
216791,AA Batteries (12 Pack),1,11.95,09/24/20 16:43,"186 1st Rd, Providence, RI 02902",M,69,4
216792,Shooter Video Game,1,59.99,09/21/20 11:04,"463 7th St, Chicago, IL 60007",M,60,3
216793,Wireless Phone Charger,1,42.42,09/17/20 13:52,"426 11th Lane, Las Vegas, NV 88901",F,23,1
216794,Snazzy Hair Clips (3 Pack),1,5.3,09/03/20 11:22,"524 Knoll Rd, Sacramento, CA 94203",F,57,3
216795,Bungee Cords (10 Pack),1,11.45,09/25/20 08:05,"530 Washington Way, Miami, FL 33133",M,32,2
216796,Bike Helmet,1,27.95,09/02/20 14:31,"373 5th Dr, New York City, NY 10001",F,30,2
216796,Milky Mama Nursing Cover,1,20,09/02/20 14:31,"373 5th Dr, New York City, NY 10001",F,30,2
216797,Mechanical Scale,1,38.88,09/18/20 08:33,"66 12th Blvd, Minneapolis, MN 55111",M,69,4
216798,Bungee Cords (10 Pack),1,11.45,09/15/20 11:10,"7 5th St, New York City, NY 10001",M,66,4
216799,Sun Hat,1,24.96,09/06/20 19:35,"962 10th Rd, Miami, FL 33133",M,22,1
216800,Bike Helmet,1,27.95,09/29/20 20:10,"351 Virginia St, Miami, FL 33133",M,38,2
216801,Bungee Cords (10 Pack),1,11.45,09/20/20 20:43,"303 Main Ave, Minneapolis, MN 55111",M,70,4
216802,Velcro Shoes,1,43.16,09/28/20 12:25,"796 2nd Ave, Denver, CO 80259",M,19,1
216803,Sun Hat,1,24.96,09/17/20 13:40,"899 West St, Chicago, IL 60007",F,39,2
216804,AA Batteries (12 Pack),1,11.95,09/18/20 01:16,"679 3rd St, Denver, CO 80259",M,57,3
216804,Snazzy Hair Clips (3 Pack),2,5.3,09/18/20 01:16,"679 3rd St, Denver, CO 80259",M,57,3
216805,Sun Hat,1,24.96,09/23/20 12:35,"47 Chestnut Court, Las Vegas, NV 88901",M,43,3
216806,Bungee Cords (10 Pack),1,11.45,09/25/20 15:10,"341 North Rd, Chicago, IL 60007",M,20,1
216806,AA Batteries (12 Pack),1,11.95,09/25/20 15:10,"341 North Rd, Chicago, IL 60007",M,20,1
216807,Snazzy Hair Clips (3 Pack),1,5.3,09/03/20 12:49,"225 Main St, Miami, FL 33133",F,75,4
216808,Knee High Boots,1,129.2,09/07/20 20:21,"911 West St, New York City, NY 10001",F,31,2
216809,Velcro Shoes,1,43.16,09/10/20 17:57,"552 Redwood St, Miami, FL 33133",M,22,1
216810,Velcro Shoes,1,43.16,09/06/20 20:53,"520 Main Way, New York City, NY 10001",M,77,4
216811,Cherry & Oliver Pitter,1,15.49,09/30/20 16:35,"542 5th Ave, Las Vegas, NV 88901",F,49,3
216812,AA Batteries (12 Pack),1,11.95,09/23/20 20:34,"459 6th Rd, New York City, NY 10001",F,85,4
216813,Bungee Cords (10 Pack),1,11.45,09/26/20 19:33,"509 South St, Denver, CO 80259",M,30,2
216814,Bungee Cords (10 Pack),1,11.45,09/14/20 17:54,"606 6th Way, Miami, FL 33133",M,50,3
216815,Wireless Phone Charger,1,42.42,09/07/20 08:52,"460 North Rd, Chicago, IL 60007",M,20,1
216816,Craft Scissors (8 Pack),1,36,09/11/20 01:38,"78 Chestnut Blvd, New York City, NY 10001",F,44,3
216817,Bungee Cords (10 Pack),1,11.45,09/21/20 20:27,"173 Washington Rd, Chicago, IL 60007",M,53,3
216818,Bungee Cords (10 Pack),1,11.45,09/17/20 13:52,"29 South Blvd, Sacramento, CA 94203",F,59,3
216819,Shooter Video Game,1,59.99,09/30/20 23:28,"993 9th Ave, Las Vegas, NV 88901",F,19,1
216820,Bungee Cords (10 Pack),1,11.45,09/05/20 21:13,"605 9th Rd, Denver, CO 80259",F,61,4
216821,Sun Hat,1,24.96,09/08/20 02:11,"812 MLK Rd, New York City, NY 10001",M,54,3
216822,AA Batteries (12 Pack),1,11.95,09/23/20 07:41,"535 Ridge St, New York City, NY 10001",M,54,3
216823,Velcro Shoes,1,43.16,09/22/20 11:16,"905 5th St, Sacramento, CA 94203",M,78,4
216824,Snazzy Hair Clips (3 Pack),1,5.3,09/16/20 17:00,"131 9th Rd, Miami, FL 33133",F,88,4
216825,Hair Curler,1,93.31,09/15/20 18:59,"9 Main Way, Sacramento, CA 94203",F,24,1
216826,Shooter Video Game,1,59.99,09/22/20 12:27,"858 Ridge Ave, Sacramento, CA 94203",M,38,2
216827,Bungee Cords (10 Pack),1,11.45,09/10/20 22:36,"306 West Rd, Miami, FL 33133",F,28,2
216827,Tub of 50 Marbles,1,17.75,09/10/20 22:36,"306 West Rd, Miami, FL 33133",F,28,2
216828,Bungee Cords (10 Pack),1,11.45,09/21/20 12:32,"997 2nd Rd, New York City, NY 10001",M,26,2
216829,Shooter Video Game,1,59.99,09/15/20 10:00,"112 9th Rd, Chicago, IL 60007",F,34,2
216830,Wireless Phone Charger,1,42.42,09/23/20 21:10,"153 7th Blvd, Denver, CO 80259",M,45,3
216831,Shooter Video Game,1,59.99,09/08/20 14:17,"420 4th Way, New York City, NY 10001",M,49,3
216832,Shooter Video Game,1,59.99,09/23/20 13:58,"926 Sunset Rd, Las Vegas, NV 88901",F,32,2
216833,Bungee Cords (10 Pack),1,11.45,09/19/20 12:19,"493 1st Way, New York City, NY 10001",F,42,3
216834,Wireless Phone Charger,1,42.42,09/16/20 15:46,"233 Chestnut St, New York City, NY 10001",M,52,3
216835,Wireless Phone Charger,1,42.42,09/17/20 10:12,"366 10th St, New York City, NY 10001",M,39,2
216836,Shooter Video Game,1,59.99,09/26/20 15:12,"245 Redwood St, Providence, RI 02902",M,48,3
216837,Velcro Shoes,1,43.16,09/23/20 22:10,"375 2nd Rd, Chicago, IL 60007",M,89,4
216838,Milky Mama Nursing Cover,1,20,09/06/20 21:01,"487 12th Way, Sacramento, CA 94203",F,31,2
216839,Shower Grab Bar,1,34.98,09/20/20 09:15,"272 11th Way, Las Vegas, NV 88901",M,89,4
216840,Bungee Cords (10 Pack),1,11.45,09/03/20 18:08,"190 South St, New York City, NY 10001",M,31,2
216841,AA Batteries (12 Pack),1,11.95,09/29/20 17:55,"21 8th Blvd, Providence, RI 02902",F,57,3
216842,Snazzy Hair Clips (3 Pack),1,5.3,09/06/20 11:31,"330 10th St, Baton Rouge, LA 70808",M,29,2
216842,Bungee Cords (10 Pack),1,11.45,09/06/20 11:31,"330 10th St, Baton Rouge, LA 70808",M,29,2
216843,Bungee Cords (10 Pack),1,11.45,09/13/20 16:43,"316 Ridge St, New York City, NY 10001",F,24,1
216844,Knee High Boots,1,129.2,09/11/20 16:29,"760 Virginia Ave, Denver, CO 80259",F,18,1
216845,Vuvuzela,2,4.99,09/15/20 14:13,"928 South Rd, Miami, FL 33133",M,46,3
216846,Earthworm Fishing Lure (32 Pack),1,7.28,09/06/20 05:15,"87 Chestnut Ave, Miami, FL 33133",M,18,1
216847,Wireless Phone Charger,1,42.42,09/26/20 21:21,"464 12th Ave, Omaha, NE 68007",F,24,1
216848,Shooter Video Game,1,59.99,09/15/20 14:08,"479 10th Blvd, Chicago, IL 60007",F,24,1
216849,Shooter Video Game,1,59.99,09/25/20 10:51,"642 Lincoln Ave, New York City, NY 10001",M,36,2
216850,Bike Helmet,1,27.95,09/23/20 22:39,"581 3rd Way, Miami, FL 33133",F,81,4
216851,Shooter Video Game,1,59.99,09/15/20 22:26,"663 5th Way, Miami, FL 33133",F,51,3
216852,Bike Helmet,1,27.95,09/01/20 12:15,"571 Virginia Dr, Miami, FL 33133",M,86,4
216853,Wireless Phone Charger,1,42.42,09/10/20 00:13,"895 Redwood Ave, Chicago, IL 60007",F,43,3
216854,Shooter Video Game,2,59.99,09/02/20 16:32,"375 8th St, New York City, NY 10001",M,83,4
216855,Wireless Phone Charger,1,42.42,09/09/20 17:21,"773 4th Ave, Sacramento, CA 94203",M,54,3
216856,Milky Mama Nursing Cover,1,20,09/27/20 20:00,"163 10th St, New York City, NY 10001",F,18,1
216857,Craft Scissors (8 Pack),1,36,09/13/20 11:54,"125 Cypress St, Las Vegas, NV 88901",M,22,1
216858,Bungee Cords (10 Pack),1,11.45,09/09/20 19:15,"126 9th St, Las Vegas, NV 88901",M,27,2
216859,Hair Curler,1,93.31,09/11/20 19:46,"648 Cypress Blvd, Chicago, IL 60007",M,35,2
